Gene Name	log2FoldChange	pvalue	padj
KBTBD12	-1.75830534	0.003867319	0.030743707
PTOV1-AS1	-0.935216107	0.003873976	0.030780968
CXXC4.1	-2.133001002	0.00388239	0.030822064
TLE2	-2.626055206	0.003885941	0.030822064
MYH8	-1.259578311	0.003887898	0.030822064
ZNF573	1.894583225	0.003889925	0.030822064
CFAP44	-1.158355136	0.003890194	0.030822064
NEDD4L	-4.162112272	0.003890521	NA
LOC100287808	-1.516963045	0.003890987	0.030822064
REM2	1.461510899	0.003894277	0.030832488
TOB2	-0.637450455	0.003904355	0.030896184
FAM86EP	-1.263610666	0.003906278	0.030896184
HEY2	-1.417990034	0.003913472	0.030929229
CPD	-3.014714827	0.003914416	0.030929229
ANKRD12	-6.472415907	0.003921185	0.030967052
S100A14	-2.018924816	0.003928686	0.030995477
MCM8-AS1	1.406911265	0.003928753	0.030995477
CEPT1	1.132978537	0.003940452	0.031072084
PGLS	-2.846343104	0.003942931	0.031075945
TIMM17A	-2.393786293	0.00394597	0.03107821
TMEM30B	-1.710420169	0.003947197	0.03107821
PGBD5	1.437975282	0.003950635	0.031089606
USP32	-2.761071739	0.003956176	0.031117535
KATNA1	1.77282287	0.003958412	0.031119451
HOMER1	-3.371862471	0.003962382	0.031129101
C12orf76	-1.495571739	0.003963625	0.031129101
FRA10AC1	-4.317810052	0.003969655	NA
DUSP14	-0.66083679	0.003982274	0.031259852
FGR	-2.189835225	0.00399018	0.031288744
LLCFC1	-1.59712302	0.003990946	0.031288744
FAM3D-AS1	-2.485574369	0.003991964	0.031288744
MIR6780B	1.330312649	0.003995907	0.031303946
PI4KAP1	-2.628331858	0.003996243	NA
ZNF436-AS1	1.714025824	0.003998392	0.031307709
NCOA4	1.72117136	0.004006392	0.031354635
KCNMA1-AS3	-1.935318038	0.004010968	0.031371234
ZBTB3	-1.388495248	0.004013743	0.031371234
MRPL1	1.097693599	0.004014538	0.031371234
CHD2	1.168080331	0.004017803	0.031381053
DISP3	0.692454145	0.004019817	0.03138109
IL10RA	-1.780427244	0.004028569	0.031433708
PCDHA6	1.693834045	0.004034435	0.031463758
CFB	2.543111406	0.004038141	0.031476949
RUVBL2	-1.313586635	0.004043281	0.031496036
SGK2	-1.704785054	0.004044622	0.031496036
TRMT112	-2.261015852	0.004046942	0.031498393
ATM	1.925871751	0.004051639	0.03150704
ITGA10	-2.104077178	0.004052087	0.03150704
HEXIM2	-0.906033494	0.004060513	0.031556851
LOC101926892	2.184089979	0.004065772	0.031582013
LMTK2	2.48348555	0.00407218	0.031604613
LOC101927284	-2.326685295	0.004073137	0.031604613
SNORA59A	-1.179110492	0.004074751	0.031604613
SNORA15B-2	1.482245665	0.004089998	0.031698884
ERCC6L2	1.473377852	0.004091806	0.031698884
RO60	2.381501347	0.004092993	0.031698884
SNORD5	1.410822185	0.004102879	0.031734435
MGA	-3.204163569	0.004103549	0.031734435
STBD1	0.658588494	0.004103678	0.031734435
HSPA14	0.945229	0.004112203	0.031765045
PPP1R14B-AS1	-0.987805826	0.004112931	0.031765045
RACK1	-1.004495964	0.004114216	0.031765045
PIWIL4-AS1	1.468166698	0.00411577	0.031765045
RRM2	-2.642755651	0.004126229	0.03183004
PANK2.1	-2.197358601	0.004129406	NA
PRR5	-0.936864408	0.004136863	0.031896315
SPINK7	2.306491661	0.004141705	NA
DDIT4	-2.054376694	0.00415422	0.032014341
PIGF	1.155852619	0.004156275	0.032014386
PON2	-2.209571247	0.004161494	0.032037424
LAPTM4B	2.779366148	0.004164376	NA
COL4A3	-1.876879155	0.004164682	0.032037424
ARAP1-AS2	-1.167703181	0.004168206	0.032037424
MRPL16	0.783393126	0.004170369	0.032037424
ACADS	1.80721585	0.004171016	0.032037424
CENPF	-1.30282549	0.004171572	0.032037424
PA2G4	1.931914421	0.004176432	0.03205628
ZNF217	2.052972335	0.004180744	0.03205628
HDGF	-0.786785905	0.0041834	0.03205628
GCOM1	2.512535057	0.004184066	0.03205628
NAPA-AS1	-3.002666701	0.004184287	0.03205628
LINC00938	-2.74595648	0.004188425	0.032072249
GTF2H2B	1.932880957	0.004191309	0.03207861
RIPK4	1.948738276	0.004199838	0.032125045
SESN1	-2.297131248	0.004201489	0.032125045
CHP1P2	-1.601453768	0.004204869	0.032135156
SV2A	1.878662817	0.00421251	0.032174541
RSBN1L	1.051281177	0.004214142	0.032174541
TPTEP2	-0.977858593	0.004219708	0.032188459
KAT6A	1.090268946	0.004220086	0.032188459
MIR578	0.878987754	0.004236984	0.032301572
MICU1.1	3.01137983	0.004242733	NA
MIR6719	2.449887834	0.00424692	0.032344005
DAB1.1	2.652527	0.004247831	0.032344005
C19orf44	0.975359191	0.004248761	0.032344005
INHA	-0.908178441	0.004255012	0.032350016
MED11	-1.48324014	0.004256149	0.032350016
CD2BP2	-2.516972097	0.004256744	0.032350016
KCNMA1-AS1	-1.454406383	0.004261072	0.032350016
FNDC1-IT1	2.921949236	0.004263721	0.032350016
PIH1D2	-2.362579164	0.004265212	0.032350016
TOR4A	-0.475375324	0.004265551	0.032350016
SAAL1	-2.066847979	0.004266118	0.032350016
CDC7	1.434085594	0.004268627	0.032353333
MIR1244-4	-2.469712873	0.004277379	0.032403255
TEX29	1.865775942	0.004279362	0.032403255
BOLA3	-2.803716336	0.004291066	0.032476138
LINC02586	-2.148163698	0.004294496	0.032479668
METTL7B	-1.403061577	0.004297153	0.032479668
DUSP8	-2.34079374	0.004299457	0.032479668
XPA	1.169127587	0.00429985	0.032479668
ZGRF1	1.473382085	0.004303866	0.032494289
RABGEF1	2.893682944	0.004306006	NA
DBNDD2	-2.840793148	0.004306573	0.03249902
PART1	2.170050218	0.004313172	0.032533106
GDI2	1.225044935	0.004317303	0.032548545
BSG	-1.20122044	0.00432209	0.03256892
ABRACL	-1.304864504	0.004326129	0.032583633
ESAM-AS1	-2.685126776	0.004328552	0.032586176
UTP18	0.910262225	0.004335988	0.032626433
RNF224	-1.300730504	0.004344283	0.032673104
PLLP	2.082661319	0.004348042	0.032685638
PPP2R2C	-4.282191378	0.004348452	NA
WDR18	-3.13988506	0.004352916	0.032706538
NAV2	-1.480885159	0.004363103	0.032767319
DCAF15	-0.955723217	0.004375671	0.03284592
FAM167A-AS1	-1.392961086	0.004381367	0.032872879
GPR3	-3.229561466	0.004389849	NA
EID1	-1.573314743	0.0043973	0.032967279
FHL1	1.103286952	0.00439817	0.032967279
THAP7-AS1	-1.866682425	0.004405177	0.032992658
PLAGL1	1.838892287	0.004407758	0.032992658
TMEM192	0.943902103	0.004412233	0.032992658
HIGD2A	1.699117267	0.004413538	0.032992658
SNX25	-1.202993458	0.004415592	0.032992658
KIAA1328	-1.467545615	0.004415936	0.032992658
FAM240C	-2.188434184	0.00441634	0.032992658
CARS1	-2.950674386	0.004426297	0.033051235
NFRKB.1	-3.740971922	0.004429669	0.033055009
LINC00709	0.850358679	0.004431034	0.033055009
ELOA	1.641051906	0.004434964	0.033061281
USF2	-3.31103917	0.004438156	0.033061281
ATP5MG	-3.538174802	0.00443863	0.033061281
NUP50-DT.1	-1.594447661	0.004440341	0.033061281
PIGZ	-0.859759361	0.004448884	0.033090578
ARG2	-1.019485066	0.004450198	0.033090578
AMER2	1.436234162	0.004450923	0.033090578
LOC105371814	1.134452547	0.004452749	0.033090578
BRK1	-0.936459326	0.004455436	0.033094803
DOCK11	4.025747756	0.00446057	NA
DDX27	-2.268572887	0.004469156	0.033180932
IQCH	-1.709400813	0.004477602	0.033227845
PTGER3	1.265255026	0.00448724	0.03328356
AKAP1	-2.689459001	0.004496027	0.033326865
SHLD2	1.257318595	0.004499086	0.033326865
CIB4	-1.070293012	0.004500948	0.033326865
UBR7	-1.381282379	0.004501612	0.033326865
MLH1	0.831156357	0.004510549	0.033377211
GGTLC3	-0.636678319	0.004513867	0.033385945
YBX1	1.374861643	0.004521546	0.033421954
MED22	-2.36198514	0.004523015	0.033421954
ATL3	-2.357328355	0.004524704	NA
ATP7A	2.131284076	0.004527521	0.033439436
CYTH1	0.951696465	0.004531215	0.033445448
MRTFA	1.872485801	0.004538163	0.033445448
PCDHGC4.1	-2.246124362	0.004538816	0.033445448
LOC643327	1.491494397	0.004539449	0.033445448
NPIPB12	1.416965772	0.004540902	0.033445448
TENT2	0.635288278	0.004541181	0.033445448
FNDC5	-0.991346312	0.004560661	0.03356287
CCNL2.1	-1.683063705	0.004561422	0.03356287
HNRNPUL2-BSCL2	-0.768786137	0.004571055	0.033617918
SAP30L-AS1	1.93289043	0.00457937	0.03366322
ANO6	-1.892345126	0.004584342	0.033665237
TPPP2	-1.488101565	0.004584561	0.033665237
PAXBP1-AS1	-1.269181614	0.004587313	0.033665237
ZNF180	1.424720528	0.004588265	0.033665237
RBM24	-2.340386941	0.004594306	NA
SERINC2	3.471113177	0.004598882	NA
AMBRA1	-1.936732157	0.004609272	0.033781839
MRAS.1	-1.616867787	0.004611022	0.033781839
GOLGA8H	-4.417108808	0.004611775	NA
HAVCR1P1	1.450067807	0.004613301	0.033781839
LOC100996664	-0.808994682	0.004614542	0.033781839
CYP27A1	1.329073403	0.004615324	0.033781839
SMAD7	1.501040181	0.004617132	0.033781839
CYP4V2	-1.18720085	0.004633254	0.033870694
THEGL	2.161283197	0.004633613	0.033870694
FBXO7	-2.236536158	0.004637489	0.033878756
LRIG2	1.124751682	0.004639292	0.033878756
YWHAEP1	1.207497852	0.004641223	0.033878756
KDM5C	-2.134934808	0.00464522	0.0338921
MASP1	-2.546750298	0.004648798	0.033902368
WDR74	1.729552247	0.004651547	0.033904641
FRMD6-AS1	-1.490378072	0.004654772	0.033904641
TMEM200B	-2.843273458	0.004655621	0.033904641
DPF3	-3.209407622	0.004670473	0.03399695
MRPL33	-2.825558214	0.00467636	0.034023646
FBXO44	-3.042470592	0.004680658	0.034023646
ERVH48-1	-2.740896109	0.004682902	0.034023646
TMEM251	-1.517656921	0.004684928	0.034023646
SEC63	1.026002298	0.004685031	0.034023646
ALG1L9P.1	-4.302328516	0.004685267	NA
PPARD	-0.862021511	0.004690798	0.034049703
ADAMTS5	2.170906743	0.004698352	0.034074483
MTG2	-1.42497085	0.004698575	0.034074483
TMEFF2	-1.531994827	0.004702791	0.034089235
RAB19	0.723495724	0.004705205	0.034090634
FCHSD1	-1.725082719	0.004707349	0.034090634
MC4R	-1.983367445	0.004713443	0.034118953
SYT5	3.037999972	0.004720219	0.034152172
LCA5	2.987096429	0.004736484	NA
ZNF594-DT	-0.976170049	0.004746613	0.034311669
CST3	-1.209830732	0.00474674	0.034311669
C5orf15	-2.383018076	0.004748853	0.034311669
NUDT9P1	1.894864446	0.004754446	0.034335878
DTNB	1.889155645	0.004757108	0.034335878
PRDM2	-3.371780652	0.004758798	0.034335878
DNAAF2	1.511743466	0.004765337	0.034367188
PRRT3-AS1	-1.882441112	0.004772204	0.034400827
NFAM1	-0.646617848	0.004780783	0.034446777
FZD10-AS1	-1.081284445	0.004798253	0.034547538
TEX21P	-1.583769407	0.004799258	0.034547538
CST3.1	-2.400782546	0.004801402	0.034547538
STRCP1	-2.175155117	0.004804883	0.034556667
ROBO4	0.832932077	0.004824071	0.034678701
ST3GAL1	3.328352266	0.00482837	0.034693638
CD28	1.160793931	0.004832501	0.034707358
SLC4A1	-0.806150021	0.004842409	0.034752727
C3orf38	1.237107075	0.004843268	0.034752727
FAM98C	-1.298163945	0.004846246	0.034758132
TLK2	2.043660475	0.004851215	0.034763202
FAAP20	-1.443697014	0.004852731	0.034763202
MEF2C-AS1	1.531877622	0.004853629	0.034763202
EIF5B	-3.299074841	0.004860204	0.03479434
MARK4	-1.631798135	0.00486527	0.034814652
CNTN3	2.191961026	0.004870787	0.034826063
BCAR3	-2.727163949	0.004871324	0.034826063
P2RY6	-0.614529174	0.004876567	0.034847599
NUP50	-0.403125881	0.00488141	0.034866255
C16orf74	-2.351860254	0.004882192	NA
WDR41	1.65143152	0.004886159	0.034884225
EEF2	-2.237301874	0.004895532	0.034933324
PAFAH1B2	1.364053572	0.004897509	0.034933324
TRPA1	-3.345483643	0.00491435	0.035037457
JHY.1	1.868765458	0.004922374	0.035067949
PPFIA1	-1.672825057	0.004923117	0.035067949
SNORD42B	2.557153131	0.004925973	NA
MIR194-2HG	3.302586702	0.004929829	NA
TNNC1	-1.247747535	0.00493012	0.035101827
PCBP1-AS1	1.579638514	0.004938317	0.035129685
ANP32AP1	-1.73563662	0.004940341	0.035129685
INHBA-AS1.1	0.815270891	0.004942508	0.035129685
CTNNB1	-0.702857346	0.004943028	0.035129685
GNAO1-AS1	-2.710380754	0.004945077	NA
AK2	-3.025116795	0.004947282	NA
VN1R5	1.435096339	0.004952784	0.035183013
EXD3	-1.300137378	0.004955139	0.035183738
ZNF347	1.655438076	0.004964953	0.03523741
CCNG2	1.672764124	0.004985246	0.035365365
SNORA32	1.356774657	0.00499426	0.035413226
VSNL1	-1.485268254	0.004996797	0.035415142
LOC101928861	1.348023886	0.005003657	0.035447676
FAM155A-IT1	2.066807163	0.00501058	0.035466907
NOP56.1	-2.367158895	0.005010912	0.035466907
ANAPC1P4	1.42224895	0.005018273	0.035502917
BAX	-2.575170686	0.005022742	0.035517676
LOC100128076	-1.343837326	0.005025797	0.035517676
CLK2P1	0.898877188	0.005027666	0.035517676
GGPS1	-2.640965678	0.005027715	NA
IL11	-1.823212815	0.005029454	0.035517676
NKX2-1-AS1	-1.954938753	0.005034205	0.035535165
LINC01877	2.135279722	0.005036916	0.035538241
INTS6L-AS1	-1.665241321	0.005048836	0.035599941
MIR9-3	-2.099858739	0.005050219	0.035599941
LINC02134	3.13851006	0.005051447	NA
MIR3192	-1.527365265	0.005057147	0.035632701
NYAP2	1.594163069	0.005063774	0.035663308
LOC441242	-1.616815495	0.00507878	0.035732543
KCNAB2	-2.101390974	0.005079483	0.035732543
TPT1	1.270359201	0.005080467	0.035732543
DOK6	-1.275138395	0.005083616	0.035736425
CRBN	1.938412485	0.005085595	0.035736425
CDRT4	0.901760651	0.005092596	0.035767442
LOC101928807	-1.490642937	0.005094588	0.035767442
MAGED2	-1.405673709	0.00510464	0.035821915
SYF2	-3.220807291	0.005109384	NA
ZNF626	-0.462703896	0.005111119	0.035851277
KIAA0100	-3.081329575	0.00511605	0.03586785
KDM4D	0.919674977	0.005118074	0.03586785
LOC729681	-2.887374527	0.005118752	NA
VWA2	-2.364990256	0.005133839	0.035962195
CUX1	1.28002303	0.005137567	0.035972178
RFLNA	-2.666215339	0.005145845	0.036013995
MIR4474	0.810190003	0.005153001	0.036037967
PHB2	-1.545711398	0.005153884	0.036037967
CSGALNACT1	2.457095608	0.00516793	0.036120012
MIR4453HG	1.870650717	0.005173078	0.036139823
LINC01351	-2.252092593	0.005177278	0.036152998
SMG6.1	-0.840383372	0.005189876	0.036224778
MAGED1	1.496320456	0.005202044	0.036276884
UAP1L1	-1.209527769	0.005202819	0.036276884
LOC105376353	0.520613575	0.005204308	0.036276884
HNRNPA1P33	3.783731128	0.005211628	0.036311703
PTK6	-1.473028598	0.005224348	0.036373779
EEF1AKMT1	-1.294956332	0.005225416	0.036373779
LCOR	1.26082733	0.005227523	0.036373779
IZUMO4	-2.065250174	0.005235945	0.036416163
HYAL1	-0.760281717	0.00526321	0.036574436
PLEKHA6	-1.688498929	0.005263976	0.036574436
NRN1	-1.994533428	0.005265726	0.036574436
PNISR	1.289414746	0.005274362	0.036617781
MPPED1	1.03135527	0.005277336	0.036617781
SPHK2	-1.025873878	0.005278999	0.036617781
MTURN	2.881611431	0.00528153	0.036619076
LINC00537	1.119225341	0.005290121	0.036648033
KHDRBS3	2.192182632	0.005290398	0.036648033
SH3BP2	3.284750112	0.005291996	NA
LOC440300	1.498841532	0.005292994	0.036649759
PTBP1	-2.350480076	0.005299356	0.036674506
EME1	-2.23437807	0.005301451	NA
EIF2S1	-1.075800655	0.005303494	0.036674506
PDZK1IP1	-3.567873729	0.005306057	0.036674506
CLDN4	-3.737800617	0.005309954	0.036674506
SNORD83B	-1.675326615	0.005312478	0.036674506
P4HB	-0.536809652	0.005313197	0.036674506
PUM2	2.122545133	0.005313881	0.036674506
TMEM74B	-1.43681508	0.005318568	0.036674506
DSN1	1.384871556	0.005319303	0.036674506
IL5	-1.324758924	0.005323214	0.036674506
WDFY3-AS2	-1.500679926	0.005325638	0.036674506
LGALS9	-2.249300078	0.005327889	0.036674506
YY1AP1	1.074474519	0.005329245	0.036674506
LINC01579	0.696014756	0.005329437	0.036674506
RPS26P11	-2.344257264	0.005336807	0.036709051
PCAT18	1.545203482	0.005348746	0.036770366
ZNF720	-0.600971764	0.005350428	0.036770366
IL17RA	-3.145992127	0.005352934	NA
BAIAP2L2	1.546068872	0.005358711	0.036811091
SLC5A6	-1.563781796	0.005363637	0.036828737
OOSP1	-0.598104283	0.005374357	0.036876495
RABEP1	0.724816901	0.005375314	0.036876495
RGCC	0.968922891	0.005378179	0.036879954
STARD7-AS1	-1.960194069	0.005387022	0.036916251
BRD3OS	-0.94885761	0.005388199	0.036916251
BTBD10	-1.359398295	0.00539176	0.036919574
GNRHR	1.028046492	0.005393411	0.036919574
USP46	1.167483143	0.005405174	0.036952683
LTBP4	-1.8141595	0.005408489	0.036952683
DDX10	1.964627301	0.005410398	0.036952683
LOC100506274	-1.804568522	0.005411027	0.036952683
MFSD5	2.419031116	0.005413789	0.036952683
CIP2A	-0.814118933	0.005416445	0.036952683
LOC107987142	-1.83673247	0.005417079	0.036952683
TAX1BP1	-1.420980905	0.005417172	0.036952683
LOC101929237	-2.658443727	0.00542062	0.036960061
TRIM11	-0.660346706	0.005431283	0.037001584
EGLN2	1.303332681	0.00543392	0.037001584
BTD	1.018802743	0.005435322	0.037001584
FRYL	1.166019914	0.005436184	0.037001584
ZNF320	1.185578767	0.005440737	0.037009823
AK3	1.400716812	0.005442954	0.037009823
LOC101059915	-3.733450709	0.005443191	NA
CYBB	-1.845359912	0.005444503	0.037009823
MIR181C	-0.745370649	0.005448341	0.037019805
CCSER2	2.874099549	0.00545477	NA
C5orf24	1.518371926	0.005463797	0.037085163
THOC7-AS1	-4.189536344	0.005466272	NA
IMPDH2	-0.954703627	0.005466954	0.037085163
TMEM88B	-2.919954038	0.005467002	0.037085163
ARL10.1	-0.966520972	0.005468671	0.037085163
ST3GAL2	-1.145864944	0.00546983	0.037085163
TAF1C.1	1.226178743	0.005484892	0.037171152
TNFRSF4	3.469456048	0.005505014	NA
FLCN	2.549843257	0.005509075	0.037318844
HEXD-IT1	-3.475032198	0.005513559	0.037333032
ERAP1	-2.890467754	0.005517319	0.037340102
TAS1R3	-0.680276074	0.005519384	0.037340102
RFX3.1	1.553851059	0.00554251	0.037456446
APLP2	-2.953075392	0.005544349	0.037456446
GALC	1.619456878	0.005549385	0.037456446
ONECUT3	-1.111393715	0.005551913	0.037456446
DNA2	-1.71134029	0.005552829	0.037456446
MEGF11	2.811088698	0.005552986	NA
MROH7-TTC4	-2.388707282	0.005553136	0.037456446
RBX1	-2.907476395	0.005556065	0.037456446
TTC36-AS1	-3.029682209	0.005557813	0.037456446
GBP1	-2.581244101	0.005559067	0.037456446
CYB5R3	1.692926856	0.005562825	0.037456446
HPX	1.353640829	0.005562957	0.037456446
FLVCR2	-3.567271953	0.005565482	NA
RAB32	-1.868777152	0.005569002	0.037480988
CDH20	-2.370846217	0.005572918	0.037491193
KPNB1	1.268199812	0.005575846	0.037494746
KIFAP3	1.525341466	0.005579204	0.037501183
LOC105374727	0.842113537	0.005582154	0.037504869
PPP4R1-AS1	-1.67321778	0.00558668	0.037519145
RBM6	1.066400462	0.005589288	0.037520527
MPP2.1	-1.400492911	0.005605687	0.037614448
OSER1	-0.994355252	0.005608893	0.037619801
RIN1	-0.835503063	0.005612104	0.037625186
SMAP2	-1.501467031	0.005637447	0.037778878
ACADL	1.474717582	0.005643748	0.03780488
LINC02333	1.735461501	0.005648171	0.037818295
ADAMTS16	-2.153416101	0.005658327	0.037870063
SNX13	1.883926948	0.005666289	0.037897159
SNORA63D	-1.266956351	0.005667367	0.037897159
RSU1P2	-1.773297053	0.005669654	0.037897159
APRT	-1.791632029	0.005679075	0.0379439
ANKFY1	0.786404503	0.005681786	0.03794578
COPE	-0.842862102	0.005688529	0.03796502
SPG11	1.151384094	0.005689528	0.03796502
FAM83E	-2.28590192	0.005691974	NA
MFSD14A	1.50069416	0.005699363	0.038005872
ANAPC15	1.121379721	0.005700516	0.038005872
NRARP	-1.068851197	0.00571749	0.03810278
GPRC5B	-2.01520163	0.005721181	0.038111119
KRT5	-3.560484975	0.005724286	0.038115547
DHX29	-3.53932226	0.005736976	NA
NCALD.1	-1.456659615	0.005738643	0.038194865
LINC01080	1.153371748	0.005754346	0.038277995
ITFG1	-1.621564343	0.005756034	0.038277995
LOC100507507	-1.342868891	0.005761224	0.038296144
ANAPC15.1	1.227777416	0.005763667	0.038296144
COL10A1	3.244749392	0.005765939	NA
EMP2	1.571169818	0.005770977	0.038328416
KIAA0100.1	-0.550581364	0.005775655	0.038341634
SIGIRR	-1.927901388	0.005779099	0.038341634
PTDSS2	-2.44487937	0.005780331	0.038341634
KIF6	0.957259246	0.005790855	0.038395139
PAFAH1B1	2.936924302	0.005824302	NA
MICALL1	-1.985967065	0.005833233	0.038647345
FOXD3-AS1	2.139225918	0.005833842	0.038647345
MIR6837	-1.355760842	0.00584266	0.038689356
TP53I11	3.004366577	0.005849546	NA
LRRC8D	-2.012039915	0.005852783	0.038739971
LOC100288203	-1.726109811	0.005859178	0.038765872
GPR25	-2.754000289	0.00586805	0.03880813
MEG3	-1.767619255	0.005872355	0.03882017
ZNF300P1	2.853769451	0.005874849	0.038820228
SLC35B3	1.471339502	0.005878932	0.038830781
HDGFL1	1.158952981	0.005886018	0.038861155
EML5	-3.836854334	0.005891216	NA
PPIC	2.64971865	0.00589167	0.038867369
TUBB3	-0.527911407	0.005891936	0.038867369
DHH	-2.991449704	0.005895592	0.038875068
TRIM22	2.851449997	0.005904966	NA
L3HYPDH	0.762052291	0.005906205	0.038928619
PM20D2	1.34446961	0.005910055	0.038937568
LINC01140	-2.628388579	0.005922393	0.038975707
NICN1	-1.248225606	0.005924336	0.038975707
RASA3	0.930728391	0.0059245	0.038975707
LINC00115	1.204463391	0.005925824	0.038975707
ZRANB2	1.415500353	0.005929055	0.038980545
UFSP1	-1.401043155	0.00594525	0.039070574
BUD23	-1.089035945	0.00595105	0.03908532
TMBIM1.1	-2.332401877	0.005952498	0.03908532
BOD1L1	3.185929893	0.005978242	NA
MIR4326	-3.664017668	0.005979962	NA
LINC00970	-1.790300575	0.005992784	0.039333311
B3GAT1	-2.31158661	0.006001614	0.039359195
LOC339803	0.887546241	0.006001996	0.039359195
SEC61B	0.914241563	0.006004287	0.039359195
CDHR1	-1.298651264	0.006007128	0.039361304
